raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
plsss fix the road near my house it is very bad,A road or pothole issue has been reported.,Stagnant water accumulation near Central has led to a severe mosquito breeding problem. Dengue cases are being reported.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,English,Mobile App,Chennai,58,False,,0.74,False,True,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
Bus route cancelled without informing passengers.,MTC bus service to St. Thomas Mount has been suspended or severely reduced without prior notice.,Public bus service to St. Thomas Mount has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,English,Citizen Kiosk,Chennai,157,False,,0.86,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
Drain blocked and road floods every time it rains near Purasaivakkam.,The storm drain in Purasaivakkam is blocked causing the road to flood during every rainfall.,A clogged storm drain in Purasaivakkam is causing the road to flood during every rain event. The drain has not been cleared in months.,Core Infrastructure & Public Works,drainage_sewage,5,0,False,English,Mobile App,Chennai,61,False,,0.92,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
भूमि उपयोग उल्लंघन की फोटो भेज रहा हूं।,Land use violations are occurring near Arumbakkam with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Arumbakkam, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,Hindi,Mobile App,Chennai,97,True,Image of a commercial signboard on a building in a purely residential zone.,0.87,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Construction happening on encroached land near Porur West, no permit.",An unauthorized building is being constructed in Porur West without required municipal approvals.,Illegal construction has been flagged in Porur West where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Mobile App,Chennai,148,False,,0.96,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
रात में पूरी गली अंधेरे में है।,"Street lights are non-functional in Neelankarai, leaving the area in complete darkness at night.",Street lighting has been out in Neelankarai for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,Core Infrastructure & Public Works,street_lighting_failure,6,1,False,Hindi,WhatsApp,Chennai,179,False,,0.95,False,False,"A photo showing street lighting failure, a civic issue, or broken public infrastructure."
அங்கன்வாடி மூன்று வாரங்களாக மூடப்பட்டுள்ளது.,The anganwadi center in Periamet has been non-functional for weeks depriving children of meals.,The anganwadi center in Periamet has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Tamil,WhatsApp,Chennai,60,False,,0.85,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"வெளியே போக முடியவில்லை, பகுதி முழுவதும் வெள்ளம்.",Severe flooding in Sowcarpet has submerged roads and homes leaving residents stranded.,Flash flooding in Sowcarpet has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,Tamil,WhatsApp,Chennai,57,False,,0.98,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
கைவிடப்பட்ட வாகனத்தின் படம் இணைத்துள்ளேன்.,An abandoned vehicle has been blocking the road near Vadapalani for several weeks.,A rusted abandoned vehicle has been occupying road space near Vadapalani for over a month. Despite complaints it has not been removed.,Transportation & Traffic,parking_violation,3,0,False,Tamil,Citizen Kiosk,Chennai,100,True,Photo of a rusted and abandoned car parked on a residential road for weeks.,0.94,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
pothole caused accident many times nobody fixing,A road or pothole issue has been reported.,"A road collapse has been reported in Villivakkam following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Web App,Chennai,47,False,,0.78,False,True,"A photo showing road damage, a civic issue, or broken public infrastructure."
மாதங்களாக புகை அடிக்கவில்லை.,Stagnant water near Erukkencherry is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Erukkencherry has led to a severe mosquito breeding problem. Dengue cases are being reported.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,Voice Hotline,Chennai,35,False,,0.97,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
"No water at all, even the overhead tank is empty.",Water supply has been completely cut off in K.K. Nagar for more than two days.,Residents of K.K. Nagar have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,Core Infrastructure & Public Works,water_supply_failure,7,0,False,English,Web App,Chennai,129,False,,0.86,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
ஆக்கிரமிக்கப்பட்ட நடைபாதையின் படம் இணைத்துள்ளேன்.,Footpath near Manali has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Manali, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,Tamil,Web App,Chennai,15,True,Photo of a shop extending its display racks completely onto the public footpath.,0.88,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
