raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
I attached a photo showing the pothole near Boat Club junction — it is very deep.,135,Web App,Chennai,True,Close-up image of a road surface with a deep depression and cracked bitumen around the edges.,Large potholes on the road in Boat Club are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Boat Club, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",English,Core Infrastructure & Public Works,Roads,pothole,5,False,False,Pothole on public road causes recurring accidents and is a road maintenance failure.,0.88,False,False
Leaking pipe on Kadapakkam street wasting water for four days now.,17,Mobile App,Chennai,False,,A burst or leaking water pipe in Kadapakkam is causing waterlogging and significant water wastage.,"A water pipe has burst in Kadapakkam, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.93,False,False
Industrial unit running in residential plot without permission.,131,WhatsApp,Chennai,False,,Land use violations are occurring near Vadapalani with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Vadapalani, causing traffic, noise and pollution.",English,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.91,False,False
"Same complaint raised every month, always marked closed without action.",190,Web App,Chennai,False,,Multiple complaints raised by residents of Kottivakkam South have received no response from municipal authorities.,Residents of Kottivakkam South have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,English,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.84,False,False
நான்கு நாட்களாக குழாய் கசிவு சரி செய்யப்படவில்லை.,141,Citizen Kiosk,Chennai,False,,A burst or leaking water pipe in Jaladampet is causing waterlogging and significant water wastage.,"A water pipe has burst in Jaladampet, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Tamil,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.94,False,False
பழைய சரக்கு வாகனம் தெருவில் கிடக்கிறது.,23,Voice Hotline,Chennai,False,,An abandoned vehicle has been blocking the road near Puzhal for several weeks.,A rusted abandoned vehicle has been occupying road space near Puzhal for over a month. Despite complaints it has not been removed.,Tamil,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.97,False,False
सरकारी स्कूल की छत टपक रही है।,133,Voice Hotline,Chennai,False,,The government school building in Nungambakkam is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Nungambakkam is in severe disrepair. The conditions are unhygienic and unsafe for children.,Hindi,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.86,False,False
மறைந்த கால்நடை வழி கோட்டின் படம் இணைத்துள்ளேன்.,41,Mobile App,Chennai,True,Image of a busy road junction with no pedestrian crossing markings visible.,The zebra crossing near Tondiarpet West school is missing or completely faded endangering children.,The pedestrian crossing near Tondiarpet West school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Tamil,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,6,True,True,Missing pedestrian crossing near a school creates direct daily danger to children.,0.94,False,False
See image of waterlogged plot near Kandanchavadi — mosquito breeding.,193,Web App,Chennai,True,Image of waterlogged empty plot with algae-covered standing water.,Stagnant water near Kandanchavadi is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Kandanchavadi has led to a severe mosquito breeding problem. Dengue cases are being reported.,English,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.94,False,False
"नल का पानी पीला रंग का आ रहा है, पीने योग्य नहीं।",35,Citizen Kiosk,Chennai,False,,Contaminated and discoloured water is being supplied through municipal pipes in Erukkencherry causing illness.,Residents of Erukkencherry are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Hindi,Core Infrastructure & Public Works,Water Supply,contaminated_water,8,True,False,Contaminated water supply causing illness is a direct public health emergency.,0.86,False,False
Health inspector taking money to pass restaurant inspection.,69,Mobile App,Chennai,False,,A municipal official in Ayanavaram is demanding bribes for routine civic approvals and services.,Residents in Ayanavaram have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.9,False,False
